DateTime,Order ID,Customer ID,Menu Items,Total Price
092620241253,09262024_43,8727916676,"{'Passionfruit Green Tea': (1, 3, 2)}",44.5
092620241255,09262024_44,5957814322,"{'Strawberry Lemonade Tea': (1, 1, 1), 'Mango Green Tea': (0, 3, 2), 'Winter Melon Green Tea': (0, 3, 1), 'Original Milk Tea': (2, 1, 1)}",82.0
092620241257,09262024_45,8677144035,"{'Coconut Milk Tea': (0, 1, 2)}",23.75
092620241306,09262024_46,6378389802,"{'Protein Shake Milk Tea': (1, 2, 2), 'Winter Melon Green Tea': (0, 2, 1), 'Green Milk Tea': (1, 2, 0)}",90.25
092620241310,09262024_47,2683167883,"{'Cappuccino Milk Tea': (2, 2, 2)}",37.5
092620241311,09262024_48,2683167883,"{'Protein Shake Milk Tea': (2, 2, 2), 'Oolong Milk Tea': (0, 1, 0)}",63.75
092620241312,09262024_49,6392561692,"{'Winter Melon Green Tea': (1, 1, 0)}",15.5
092620241315,09262024_50,2789729968,"{'Black Milk Tea': (2, 3, 2), 'Secret Matcha': (2, 2, 0), 'Strawberry Lemonade Tea': (2, 0, 2)}",330.0
092620241322,09262024_51,3567552676,"{'Coconut Milk Tea': (1, 1, 0), 'Peach Oolong Tea': (2, 2, 2)}",57.0
092620241325,09262024_52,2336247056,"{'Secret Matcha': (1, 2, 2), 'Original Milk Tea': (2, 0, 1), 'Oolong Milk Tea': (2, 2, 0)}",381.0
092620241326,09262024_53,9718493322,"{'Cappuccino Milk Tea': (0, 2, 1)}",19.75
092620241343,09262024_54,5129346269,"{'Protein Shake Milk Tea': (0, 2, 2), 'Oolong Milk Tea': (2, 3, 1), 'Ice Blend Latte': (0, 3, 1)}",97.5
092620241359,09262024_55,5033339878,"{'Ice Blend Latte': (2, 3, 2), 'Coconut Milk Tea': (1, 0, 0)}",50.0
092620241359,09262024_56,3736658854,"{'Protein Shake Milk Tea': (1, 3, 1), 'Mango Green Tea': (2, 0, 2), 'Strawberry Matcha': (2, 1, 2), 'Ube Milk Tea': (0, 1, 1)}",113.5
092620241409,09262024_57,5048648677,"{'Mango Green Tea': (1, 2, 0), 'Protein Shake Milk Tea': (1, 1, 1), 'Ube Milk Tea': (0, 1, 2)}",61.75
092620241417,09262024_58,3472692974,"{'Strawberry Lemonade Tea': (2, 0, 1)}",8.75
092620241434,09262024_59,9366858759,"{'Black Milk Tea': (0, 1, 1), 'Secret Matcha': (1, 3, 2), 'Winter Melon Green Tea': (0, 3, 1), 'Passionfruit Green Tea': (2, 3, 2)}",512.75
092620241434,09262024_60,5033339878,"{'Ice Blend Latte': (1, 0, 0), 'Green Milk Tea': (0, 1, 2), 'Original Milk Tea': (0, 0, 2)}",35.5
092620241451,09262024_61,3955296535,"{'Peach Oolong Tea': (1, 0, 0), 'Ice Blend Latte': (0, 2, 0), 'Black Milk Tea': (1, 2, 2)}",46.0
092620241510,09262024_62,4648146040,"{'Ice Blend Latte': (0, 1, 2)}",20.75
092620241546,09262024_63,4487237153,"{'Strawberry Lemonade Tea': (1, 1, 2), 'Coconut Milk Tea': (2, 3, 2)}",64.75
092620241550,09262024_64,6378389802,"{'Oolong Milk Tea': (2, 0, 0), 'Ice Blend Latte': (1, 3, 1), 'Cappuccino Milk Tea': (1, 0, 0)}",45.0
092620241554,09262024_65,8727916676,"{'Oolong Milk Tea': (1, 1, 0), 'Peach Oolong Tea': (1, 3, 2)}",54.0
092620241600,09262024_66,7654904974,"{'Winter Melon Green Tea': (0, 1, 0), 'Original Milk Tea': (2, 1, 2)}",34.5
092620241616,09262024_67,7924986309,"{'Oolong Milk Tea': (1, 2, 1)}",21.0
092620241655,09262024_68,9378475469,"{'Black Milk Tea': (2, 1, 2)}",26.25
092620241701,09262024_69,3034512378,"{'Oolong Milk Tea': (1, 3, 0), 'Black Milk Tea': (0, 0, 1), 'Ube Milk Tea': (2, 0, 1)}",47.0
092620241703,09262024_70,3424505241,"{'Strawberry Lemonade Tea': (2, 2, 2)}",19.5
092620241704,09262024_71,7666263700,"{'Black Milk Tea': (1, 2, 1)}",21.0
092620241706,09262024_72,7754488706,"{'Protein Shake Milk Tea': (2, 3, 0), 'Mango Green Tea': (0, 3, 0), 'Peach Oolong Tea': (0, 2, 2), 'Strawberry Matcha': (1, 2, 2)}",124.75
092620241714,09262024_73,6513334289,"{'Winter Melon Green Tea': (2, 0, 0), 'Secret Matcha': (1, 3, 0)}",290.5
092620241718,09262024_74,7164316414,"{'Strawberry Lemonade Tea': (2, 0, 1), 'Black Milk Tea': (1, 3, 0)}",28.75
092620241721,09262024_75,3567552676,"{'Strawberry Lemonade Tea': (1, 3, 0)}",12.0
092620241723,09262024_76,8502135497,"{'Strawberry Lemonade Tea': (0, 2, 2), 'Strawberry Matcha': (0, 2, 0)}",29.5
092620241734,09262024_77,4586362400,"{'Black Milk Tea': (2, 0, 2)}",21.0
092620241740,09262024_78,8818386906,"{'Ube Milk Tea': (0, 0, 1), 'Secret Matcha': (0, 1, 2)}",218.0
092620241740,09262024_79,7554308248,"{'Peach Oolong Tea': (2, 0, 2), 'Cappuccino Milk Tea': (2, 1, 2), 'Ice Blend Latte': (2, 3, 0), 'Protein Shake Milk Tea': (0, 1, 0)}",99.25
092620241741,09262024_80,9767233187,"{'Protein Shake Milk Tea': (2, 2, 1), 'Peach Oolong Tea': (0, 2, 2)}",78.75
092620241755,09262024_81,2125601117,"{'Strawberry Matcha': (0, 2, 2)}",31.0
092620241757,09262024_82,7986484339,"{'Mango Green Tea': (0, 1, 0), 'Passionfruit Green Tea': (1, 2, 0), 'Secret Matcha': (2, 0, 0), 'Ice Blend Latte': (0, 0, 1)}",167.75
092620241802,09262024_83,7055177470,"{'Cappuccino Milk Tea': (2, 0, 1)}",17.75
092620241810,09262024_84,9113742511,"{'Mango Green Tea': (2, 0, 1)}",8.75
092620241811,09262024_85,7987129272,"{'Green Milk Tea': (2, 3, 1)}",30.5
092620241815,09262024_86,9683049605,"{'Green Milk Tea': (2, 2, 1), 'Winter Melon Green Tea': (0, 3, 0), 'Ube Milk Tea': (1, 1, 2)}",80.0
092620241820,09262024_87,4165187124,"{'Strawberry Matcha': (2, 0, 2), 'Green Milk Tea': (1, 3, 1)}",55.25
092620241828,09262024_88,8272746575,"{'Cappuccino Milk Tea': (0, 3, 1)}",31.25
092620241833,09262024_89,8434014105,"{'Strawberry Matcha': (1, 3, 0)}",28.0
092620241834,09262024_90,4597066003,"{'Mango Green Tea': (0, 0, 1), 'Peach Oolong Tea': (2, 2, 1), 'Cappuccino Milk Tea': (2, 0, 2)}",64.5
092620241837,09262024_91,8629677712,"{'Mango Green Tea': (0, 1, 2), 'Peach Oolong Tea': (0, 1, 2), 'Cappuccino Milk Tea': (1, 2, 1)}",60.5
092620241839,09262024_92,2337905202,"{'Peach Oolong Tea': (2, 0, 0), 'Passionfruit Green Tea': (0, 0, 2)}",29.0
092620241842,09262024_93,8222159685,"{'Passionfruit Green Tea': (1, 3, 2), 'Green Milk Tea': (2, 2, 0)}",80.25
092620241857,09262024_94,4586362400,"{'Mango Green Tea': (0, 3, 1), 'Oolong Milk Tea': (1, 0, 2)}",30.75
092620241915,09262024_95,4045272828,"{'Winter Melon Green Tea': (2, 3, 1), 'Oolong Milk Tea': (2, 3, 2)}",85.25
092620241919,09262024_96,6376019808,"{'Winter Melon Green Tea': (0, 3, 0)}",24.75
092620241921,09262024_97,5707691126,"{'Strawberry Matcha': (0, 3, 2), 'Original Milk Tea': (0, 0, 2), 'Peach Oolong Tea': (2, 1, 2), 'Passionfruit Green Tea': (0, 2, 2)}",118.0
092620241935,09262024_98,6744545720,"{'Green Milk Tea': (2, 3, 1)}",62.0
092620241939,09262024_99,6654217275,"{'Winter Melon Green Tea': (0, 1, 0), 'Ube Milk Tea': (1, 0, 0), 'Protein Shake Milk Tea': (0, 1, 0)}",24.25
092620241942,09262024_100,3317077420,"{'Black Milk Tea': (2, 2, 0)}",25.25
092620241953,09262024_101,4274027970,"{'Peach Oolong Tea': (1, 2, 2), 'Ice Blend Latte': (0, 2, 1), 'Ube Milk Tea': (2, 0, 0)}",69.5
092620242014,09262024_102,2622718168,"{'Coconut Milk Tea': (1, 2, 2)}",37.25
092620242015,09262024_103,4684078661,"{'Strawberry Lemonade Tea': (1, 0, 1), 'Peach Oolong Tea': (1, 3, 2)}",51.0
092620242024,09262024_104,7554308248,"{'Coconut Milk Tea': (1, 2, 0), 'Cappuccino Milk Tea': (0, 2, 2)}",47.75
092620242049,09262024_105,3028722251,"{'Strawberry Matcha': (1, 3, 0)}",28.0
092620242049,09262024_106,9814717914,"{'Passionfruit Green Tea': (0, 1, 0), 'Cappuccino Milk Tea': (0, 0, 1), 'Ice Blend Latte': (2, 0, 0), 'Black Milk Tea': (2, 0, 2)}",46.0
092720240902,09272024_1,2906325002,"{'Mango Green Tea': (0, 3, 1), 'Ube Milk Tea': (0, 2, 1), 'Coconut Milk Tea': (1, 0, 1)}",65.25
092720240902,09272024_2,4375489951,"{'Mango Green Tea': (0, 0, 2), 'Ice Blend Latte': (2, 0, 1), 'Peach Oolong Tea': (1, 0, 0)}",32.5
092720240905,09272024_3,5432382491,"{'Black Milk Tea': (2, 2, 2)}",31.5
092720240905,09272024_4,7754488706,"{'Secret Matcha': (1, 1, 2), 'Strawberry Lemonade Tea': (0, 2, 2)}",293.0
092720240906,09272024_5,9555779257,"{'Ube Milk Tea': (0, 1, 2), 'Black Milk Tea': (1, 0, 0), 'Ice Blend Latte': (1, 2, 2)}",60.25
092720240934,09272024_6,2963626897,"{'Passionfruit Green Tea': (2, 0, 2)}",29.0
092720240934,09272024_7,5193872539,"{'Oolong Milk Tea': (1, 1, 2), 'Original Milk Tea': (1, 3, 0), 'Passionfruit Green Tea': (0, 3, 1), 'Secret Matcha': (0, 0, 1)}",142.25
092720240942,09272024_8,2263986568,"{'Peach Oolong Tea': (1, 3, 2), 'Ube Milk Tea': (0, 3, 2), 'Strawberry Matcha': (0, 3, 1)}",112.75
092720240945,09272024_9,4226843074,"{'Ube Milk Tea': (1, 0, 1)}",14.5
092720240948,09272024_10,5669669653,"{'Winter Melon Green Tea': (1, 3, 2)}",66.0
092720240948,09272024_11,4935071656,"{'Green Milk Tea': (0, 0, 2), 'Peach Oolong Tea': (1, 1, 1)}",34.25
092720240949,09272024_12,9207404528,"{'Original Milk Tea': (1, 3, 2), 'Ice Blend Latte': (2, 0, 2), 'Strawberry Lemonade Tea': (0, 1, 0)}",60.75
092720241000,09272024_13,8737817012,"{'Ice Blend Latte': (1, 0, 0)}",5.25
092720241028,09272024_14,5413392375,"{'Strawberry Lemonade Tea': (2, 1, 0), 'Cappuccino Milk Tea': (0, 1, 1), 'Black Milk Tea': (0, 0, 1)}",27.5
092720241031,09272024_15,5166201160,"{'Secret Matcha': (2, 1, 2)}",346.25
092720241035,09272024_16,3998441284,"{'Secret Matcha': (2, 2, 2), 'Oolong Milk Tea': (0, 1, 0), 'Strawberry Matcha': (1, 3, 0)}",448.75
092720241100,09272024_17,5193872539,"{'Black Milk Tea': (0, 2, 1)}",16.75
092720241101,09272024_18,3629422306,"{'Strawberry Matcha': (1, 2, 1)}",29.0
092720241121,09272024_19,8815685814,"{'Black Milk Tea': (1, 0, 0), 'Cappuccino Milk Tea': (2, 1, 2), 'Secret Matcha': (2, 0, 2)}",312.5
092720241124,09272024_20,3343448030,"{'Protein Shake Milk Tea': (0, 1, 1), 'Peach Oolong Tea': (0, 2, 0)}",35.0
092720241127,09272024_21,4086377068,"{'Winter Melon Green Tea': (2, 0, 0), 'Secret Matcha': (2, 2, 2)}",568.5
092720241140,09272024_22,8723775742,"{'Green Milk Tea': (2, 3, 1)}",30.5
092720241143,09272024_23,2809256348,"{'Oolong Milk Tea': (1, 1, 1), 'Original Milk Tea': (2, 2, 2)}",47.25
092720241144,09272024_24,7123876939,"{'Passionfruit Green Tea': (1, 0, 0), 'Black Milk Tea': (0, 2, 2), 'Ice Blend Latte': (0, 3, 0)}",78.0
092720241145,09272024_25,3028722251,"{'Secret Matcha': (1, 1, 2)}",623.25
092720241149,09272024_26,2424562896,"{'Passionfruit Green Tea': (1, 2, 0), 'Mango Green Tea': (0, 1, 0), 'Secret Matcha': (2, 3, 1)}",438.5
092720241153,09272024_27,8436573167,"{'Black Milk Tea': (1, 2, 2), 'Mango Green Tea': (0, 2, 0)}",33.75
092720241156,09272024_28,4772658237,"{'Passionfruit Green Tea': (1, 0, 0), 'Secret Matcha': (2, 3, 0)}",350.5
092720241200,09272024_29,4867046482,"{'Peach Oolong Tea': (1, 1, 2), 'Strawberry Matcha': (0, 2, 0), 'Black Milk Tea': (0, 3, 0)}",60.25
092720241201,09272024_30,8917602887,"{'Green Milk Tea': (0, 1, 2), 'Coconut Milk Tea': (2, 0, 1), 'Protein Shake Milk Tea': (2, 1, 2)}",87.25
092720241202,09272024_31,6243306192,"{'Ice Blend Latte': (0, 1, 0)}",6.25
092720241202,09272024_32,4935071656,"{'Passionfruit Green Tea': (1, 1, 0), 'Mango Green Tea': (1, 3, 0), 'Ube Milk Tea': (2, 1, 1), 'Strawberry Matcha': (1, 2, 1)}",82.5
092720241205,09272024_33,3472121662,"{'Oolong Milk Tea': (1, 1, 0), 'Ice Blend Latte': (1, 2, 2)}",41.75
092720241212,09272024_34,7177435576,"{'Strawberry Matcha': (1, 1, 1)}",21.75
092720241213,09272024_35,4844905721,"{'Protein Shake Milk Tea': (0, 1, 0)}",9.75
092720241218,09272024_36,5387072837,"{'Original Milk Tea': (0, 3, 1)}",22.0
092720241223,09272024_37,5465028411,"{'Secret Matcha': (2, 1, 2), 'Original Milk Tea': (0, 2, 1)}",363.0
092720241225,09272024_38,4488764787,"{'Oolong Milk Tea': (0, 2, 2), 'Passionfruit Green Tea': (1, 2, 2), 'Strawberry Lemonade Tea': (2, 2, 1), 'Protein Shake Milk Tea': (1, 1, 0)}",94.0
092720241228,09272024_39,2279894574,"{'Strawberry Matcha': (1, 3, 0), 'Black Milk Tea': (2, 0, 1), 'Winter Melon Green Tea': (2, 0, 1), 'Secret Matcha': (1, 3, 0)}",342.5
092720241245,09272024_40,2853683856,"{'Coconut Milk Tea': (0, 0, 2), 'Winter Melon Green Tea': (2, 3, 0)}",55.75
092720241246,09272024_41,2424562896,"{'Passionfruit Green Tea': (0, 2, 1), 'Mango Green Tea': (2, 1, 2), 'Strawberry Lemonade Tea': (2, 1, 0)}",46.75
092720241251,09272024_42,8088122145,"{'Strawberry Lemonade Tea': (2, 3, 0), 'Ice Blend Latte': (1, 0, 0)}",19.5
092720241303,09272024_43,5446196744,"{'Strawberry Lemonade Tea': (1, 2, 1), 'Coconut Milk Tea': (2, 2, 0), 'Protein Shake Milk Tea': (1, 0, 1)}",79.0
092720241309,09272024_44,2789729968,"{'Strawberry Matcha': (2, 0, 2), 'Ube Milk Tea': (1, 0, 1)}",43.5
092720241315,09272024_45,4045272828,"{'Oolong Milk Tea': (2, 2, 0), 'Coconut Milk Tea': (2, 2, 0)}",46.0
092720241316,09272024_46,2066195024,"{'Green Milk Tea': (0, 1, 1)}",11.5
092720241316,09272024_47,9352933176,"{'Ube Milk Tea': (2, 2, 0), 'Strawberry Matcha': (0, 2, 0)}",41.5
092720241325,09272024_48,9452592105,"{'Coconut Milk Tea': (0, 1, 0)}",43.5
092720241327,09272024_49,4222533583,"{'Secret Matcha': (2, 0, 0), 'Protein Shake Milk Tea': (1, 2, 2), 'Mango Green Tea': (1, 3, 2)}",206.75
092720241332,09272024_50,5304646267,"{'Secret Matcha': (0, 2, 2), 'Ube Milk Tea': (1, 0, 1), 'Ice Blend Latte': (2, 0, 1), 'Strawberry Lemonade Tea': (2, 0, 1)}",320.0
092720241340,09272024_51,6607354564,"{'Passionfruit Green Tea': (2, 1, 0)}",19.75
092720241342,09272024_52,4946633140,"{'Ice Blend Latte': (0, 3, 0), 'Strawberry Lemonade Tea': (2, 3, 1)}",37.25
092720241344,09272024_53,5218912575,"{'Winter Melon Green Tea': (1, 0, 1)}",16.5
092720241346,09272024_54,7785588321,"{'Ice Blend Latte': (0, 2, 2), 'Protein Shake Milk Tea': (1, 3, 0), 'Ube Milk Tea': (1, 0, 0)}",71.25
092720241352,09272024_55,9619639082,"{'Coconut Milk Tea': (1, 0, 0), 'Strawberry Lemonade Tea': (0, 1, 2), 'Secret Matcha': (2, 0, 2), 'Ube Milk Tea': (1, 0, 1)}",309.5
092720241405,09272024_56,2983042914,"{'Passionfruit Green Tea': (0, 3, 0), 'Strawberry Lemonade Tea': (0, 1, 1), 'Secret Matcha': (2, 2, 0), 'Strawberry Matcha': (0, 2, 0)}",318.75
092720241434,09272024_57,2624107569,"{'Cappuccino Milk Tea': (0, 2, 0), 'Protein Shake Milk Tea': (0, 1, 2), 'Ube Milk Tea': (2, 1, 2), 'Mango Green Tea': (0, 2, 1)}",90.75
092720241459,09272024_58,8696331990,"{'Oolong Milk Tea': (2, 1, 0), 'Strawberry Matcha': (2, 3, 2), 'Peach Oolong Tea': (1, 0, 0), 'Cappuccino Milk Tea': (2, 3, 0)}",100.0
092720241516,09272024_59,2367059336,"{'Mango Green Tea': (2, 1, 2), 'Ice Blend Latte': (1, 1, 1), 'Strawberry Lemonade Tea': (1, 2, 2), 'Strawberry Matcha': (1, 0, 1)}",66.75
092720241521,09272024_60,8715329427,"{'Coconut Milk Tea': (1, 3, 1), 'Peach Oolong Tea': (2, 2, 1), 'Green Milk Tea': (2, 2, 1), 'Winter Melon Green Tea': (1, 2, 1)}",129.75
092720241528,09272024_61,7987129272,"{'Winter Melon Green Tea': (2, 2, 2), 'Black Milk Tea': (1, 3, 1), 'Strawberry Lemonade Tea': (1, 3, 1)}",126.0
092720241529,09272024_62,7924986309,"{'Cappuccino Milk Tea': (1, 0, 1)}",12.5
092720241531,09272024_63,2336247056,"{'Green Milk Tea': (2, 1, 2)}",26.25
092720241533,09272024_64,4648146040,"{'Coconut Milk Tea': (1, 2, 0)}",20.75
092720241550,09272024_65,2324087136,"{'Green Milk Tea': (1, 0, 0), 'Secret Matcha': (0, 1, 1)}",161.5
092720241613,09272024_66,4616157075,"{'Cappuccino Milk Tea': (2, 0, 2), 'Strawberry Lemonade Tea': (1, 0, 1)}",31.5
092720241615,09272024_67,3704571340,"{'Peach Oolong Tea': (1, 3, 2), 'Strawberry Lemonade Tea': (1, 2, 1)}",57.5
092720241618,09272024_68,4249756494,"{'Passionfruit Green Tea': (2, 1, 2), 'Ube Milk Tea': (2, 2, 0), 'Mango Green Tea': (2, 0, 2)}",76.25
092720241621,09272024_69,6345667026,"{'Black Milk Tea': (1, 0, 0)}",4.25
092720241631,09272024_70,5387072837,"{'Cappuccino Milk Tea': (0, 3, 0), 'Mango Green Tea': (0, 2, 2)}",33.75
092720241639,09272024_71,9708552480,"{'Mango Green Tea': (0, 1, 2), 'Secret Matcha': (2, 1, 0)}",228.25
092720241641,09272024_72,9814717914,"{'Winter Melon Green Tea': (0, 1, 2), 'Passionfruit Green Tea': (1, 1, 0), 'Ice Blend Latte': (1, 1, 0)}",51.75
092720241644,09272024_73,3424505241,"{'Ice Blend Latte': (2, 3, 2), 'Original Milk Tea': (2, 2, 0)}",62.75
092720241650,09272024_74,7373628242,"{'Original Milk Tea': (2, 2, 0), 'Strawberry Matcha': (0, 0, 2), 'Secret Matcha': (1, 3, 2)}",452.0
092720241654,09272024_75,7164316414,"{'Protein Shake Milk Tea': (2, 3, 2), 'Strawberry Lemonade Tea': (1, 1, 2), 'Passionfruit Green Tea': (0, 1, 0)}",89.5
092720241656,09272024_76,6392561692,"{'Strawberry Lemonade Tea': (1, 0, 2)}",10.75
092720241658,09272024_77,5499669739,"{'Strawberry Matcha': (0, 3, 2), 'Strawberry Lemonade Tea': (0, 0, 1)}",64.25
092720241707,09272024_78,2906325002,"{'Passionfruit Green Tea': (2, 1, 2)}",36.25
092720241710,09272024_79,2337905202,"{'Original Milk Tea': (0, 1, 1), 'Ube Milk Tea': (0, 2, 1)}",39.5
092720241712,09272024_80,4918004363,"{'Winter Melon Green Tea': (0, 2, 0), 'Strawberry Matcha': (1, 1, 2), 'Strawberry Lemonade Tea': (0, 1, 2)}",72.5
092720241722,09272024_81,5465028411,"{'Ube Milk Tea': (1, 2, 1), 'Protein Shake Milk Tea': (0, 3, 1), 'Strawberry Matcha': (1, 3, 1)}",105.25
092720241727,09272024_82,2236566916,"{'Black Milk Tea': (0, 3, 0), 'Strawberry Matcha': (0, 1, 0), 'Winter Melon Green Tea': (0, 3, 0)}",47.75
092720241734,09272024_83,7456708687,"{'Strawberry Matcha': (2, 2, 0), 'Strawberry Lemonade Tea': (1, 0, 1), 'Protein Shake Milk Tea': (2, 0, 2)}",72.5
092720241741,09272024_84,2906325002,"{'Protein Shake Milk Tea': (0, 1, 0), 'Oolong Milk Tea': (0, 0, 2)}",22.25
092720241743,09272024_85,9149257699,"{'Protein Shake Milk Tea': (0, 1, 0)}",9.75
092720241746,09272024_86,4648741685,"{'Green Milk Tea': (2, 2, 2)}",31.5
092720241747,09272024_87,6218211541,"{'Strawberry Lemonade Tea': (1, 2, 2), 'Green Milk Tea': (1, 0, 2)}",34.0
